City,Magnitude,MMI,CDI,Latitude,Longitude,Time,Year,Month,Day
"11 km ENE of Hawthorne, Nevada",4.5,,,38.571,-118.503,16:11:24,1997,08,21
"45 km E of Beatty, Nevada",4.0,,,36.864,-116.249,13:36:54,1997,09,12
"12km SSE of Big Bear Lake, California",4.11,,,34.141,-116.856,22:37:14,1997,09,19
"21km N of Yucca Valley, California",4.42,,,34.301,-116.452,15:57:22,1997,09,28
"18 km E of Benton, California",4.2,,,37.835,-118.273,16:22:53,1997,11,02
"22 km NNW of Dyer, Nevada",4.6,,,37.854,-118.161,15:03:04,1997,11,02
"16 km NNW of Dyer, Nevada",5.4,,,37.801,-118.143,08:51:54,1997,11,02
"21 km E of Benton, California",4.2,,,37.831,-118.238,08:34:22,1997,11,02
"39km ENE of Big Pine, California",4.21,,,37.241,-117.86,23:00:08,1997,11,05
"37km ENE of Big Pine, California",4.68,,,37.233,-117.881,06:00:20,1997,11,15
California-Nevada border region,4.5,,,37.636,-118.9486667,18:10:59,1997,11,22
"3 km ESE of Mammoth Lakes, California",4.86,,,37.6365,-118.936,17:20:35,1997,11,22
California-Nevada border region,4.54,,,37.6353333,-118.9178333,12:06:55,1997,11,22
"2 km ESE of Mammoth Lakes, California",4.88,,,37.6358333,-118.9448333,21:17:05,1997,11,30
"8km NNE of Yucaipa, California",4.08,,,34.097,-116.996,17:04:38,1997,12,05
"15 km NE of Bass Lake, California",4.02,,,37.425,-119.4391667,12:22:04,1997,12,08
"7km WSW of Delta, B.C., MX",4.01,,,32.337,-115.263,01:10:12,1997,12,09
"7 km SE of Mammoth Lakes, California",4.1,,,37.6023333,-118.9128333,20:02:32,1997,12,29
"9 km ESE of Mammoth Lakes, California",4.8,,,37.632,-118.8693333,20:36:47,1997,12,31
"10km WSW of Niland, California",4.07,,,33.192,-115.608,12:22:45,1997,12,31
"9 km S of Alamo, Nevada",4.2,,,37.278,-115.157,00:05:58,1998,01,02
"7km SE of Chino Hills, California",4.29,,,33.951,-117.709,18:14:06,1998,01,05
"9 km E of Mammoth Lakes, California",4.2,,,37.633,-118.8716667,14:11:12,1998,01,05
"70km SW of Alberto Oviedo Mota, B.C., MX",4.86,,,31.814,-115.727,14:29:32,1998,02,18
"60 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",4.6,,,31.235,-115.601,11:31:48,1998,02,24
"29 km SW of Mina, Nevada",4.3,,,38.239,-118.389,00:50:37,1998,02,25
"27km E of Coso Junction, California",4.44,,,36.062,-117.647,07:36:35,1998,03,06
"29km E of Coso Junction, California",4.46,,,36.072,-117.625,05:54:21,1998,03,06
"28km ENE of Little Lake, California",4.85,,,36.061,-117.63,05:49:43,1998,03,06
"28km E of Coso Junction, California",5.23,,,36.067,-117.638,05:47:40,1998,03,06
"29km E of Coso Junction, California",4.8,,,36.074,-117.623,00:37:44,1998,03,07
"30km E of Coso Junction, California",5.04,,,36.076,-117.618,00:36:46,1998,03,07
"4km SE of Loma Linda, California",4.45,,,34.024,-117.23,12:18:51,1998,03,11
"23 km NNW of Dyer, Nevada",4.4,,,37.854,-118.197,10:43:04,1998,03,20
"19 km ESE of Hawthorne, Nevada",4.2,,,38.47,-118.41,16:17:27,1998,04,24
"3 km S of San Juan Bautista, California",4.3,,,36.8111667,-121.5411667,20:31:32,1998,05,28
"8 km WNW of Aspen Springs, California",4.9,,,37.5885,-118.7956667,05:24:40,1998,06,09
"8 km ENE of Gilroy, California",4.0,,,37.0388333,-121.4776667,01:59:22,1998,06,15
"16km SSE of Lemoore, California",4.0,,,36.158,-119.742,15:32:54,1998,06,21
"7 km WNW of Aspen Springs, California",4.05,,,37.5888333,-118.7835,12:41:05,1998,06,24
"51km NW of Stovepipe Wells, California",4.75,,,36.945,-117.525,03:39:50,1998,07,02
"165 km WSW of Rosarito, Mexico",5.0,,,31.639,-118.585,06:33:26,1998,07,09
"10km NNE of Ocotillo Wells, California",4.07,,,33.224,-116.088,21:29:13,1998,07,10
"8 km W of Aspen Springs, California",4.9,,,37.5638333,-118.806,04:53:19,1998,07,15
"7 km WNW of Aspen Springs, California",4.06,,,37.5698333,-118.7913333,06:01:43,1998,08,01
"7 km WNW of Aspen Springs, California",4.1,,,37.5723333,-118.797,14:45:45,1998,08,02
"7 km WNW of Aspen Springs, California",4.12,,,37.5815,-118.79,13:44:28,1998,08,05
"10 km SW of Ridgemark, California",5.1,5.843,,36.7545,-121.4615,14:10:25,1998,08,12
"14km S of Big Bear Lake, California",4.78,,5.0,34.121,-116.928,13:34:40,1998,08,16
"2km NW of Wrightwood, California",4.4,,5.4,34.374,-117.648,23:49:58,1998,08,20
"14km NE of Yucaipa, California",4.63,5.27,,34.111,-116.92,18:18:15,1998,10,01
"29km SW of Alberto Oviedo Mota, B.C., MX",4.17,,,32.058,-115.406,02:48:57,1998,10,20
"7km N of Big Bear City, California",4.09,,,34.32,-116.85,15:40:17,1998,10,27
"7km N of Big Bear City, California",4.82,,4.6,34.323,-116.844,01:08:40,1998,10,27
"4 km N of Tahoe Vista, California",4.8,,,39.2843333,-120.0453333,09:53:31,1998,10,30
"50 km WSW of Rachel, Nevada",4.1,,,37.51,-116.29,01:41:32,1998,12,12
"9 km WSW of Aspen Springs, California",4.03,,,37.5296667,-118.8105,05:54:09,1998,12,14
"28 km NW of Rachel, Nevada",4.1,,,37.825,-115.973,00:20:06,1998,12,29
"7km ESE of Ocotillo, California",4.38,,,32.711,-115.925,13:20:55,1999,01,13
"16 km SSE of Tres Pinos, California",4.2,,,36.6461667,-121.2678333,08:48:36,1999,01,18
"37 km NW of Indian Springs, Nevada",4.4,,,36.817,-115.959,18:52:06,1999,01,25
"39 km NW of Indian Springs, Nevada",4.8,,,36.816,-115.989,10:44:23,1999,01,27
"22km SW of Ocotillo, California",4.24,,,32.591,-116.161,03:08:32,1999,02,19
"44 km ENE of Camalú, Mexico",4.0,,,31.045,-115.656,16:50:00,1999,02,21
"7 km NW of Parkfield, California",4.0,,,35.9455,-120.4916667,15:25:56,1999,02,26
"23km SW of Ocotillo, California",4.27,,,32.584,-116.165,13:31:20,1999,03,13
"12 km S of Tres Pinos, California",4.0,,,36.6755,-121.2993333,18:36:40,1999,03,23
"22km SW of Ocotillo, California",4.07,,,32.594,-116.162,06:26:40,1999,04,07
"23km SW of Ocotillo, California",4.15,,,32.585,-116.162,15:53:01,1999,04,18
"23 km NNE of El Rosario de Arriba, Mexico",4.4,,,30.25,-115.614,19:34:07,1999,04,28
"32 km NE of El Rosario de Arriba, Mexico",4.5,,,30.298,-115.535,19:08:36,1999,04,28
"38 km E of Luis Rodríguez (El Vergel), Mexico",4.0,,,30.422,-115.483,13:12:39,1999,04,28
"11km SE of Yucca Valley, California",4.15,,,34.033,-116.359,10:52:35,1999,05,14
"8km SE of Yucca Valley, California",4.93,,,34.062,-116.366,07:54:03,1999,05,14
"13 km WSW of Aspen Springs, California",4.04,,,37.4891667,-118.8466667,21:40:10,1999,05,15
"11 km WSW of Aspen Springs, California",4.7,,,37.5115,-118.8295,17:54:08,1999,05,15
"11 km WSW of Aspen Springs, California",4.31,,,37.514,-118.827,13:38:06,1999,05,15
"9 km WSW of Aspen Springs, California",5.5,6.873,,37.5296667,-118.8171667,13:22:10,1999,05,15
"11 km WSW of Aspen Springs, California",4.0,,,37.5118333,-118.8261667,06:37:19,1999,05,17
"10 km WSW of Aspen Springs, California",4.0,,,37.5213333,-118.8265,21:22:28,1999,05,26
"5km WNW of Delta, B.C., MX",4.92,,,32.379,-115.243,15:18:02,1999,06,01
"8 km WSW of Aspen Springs, California",4.3,,,37.5371667,-118.805,21:36:27,1999,06,03
"3km NW of Wofford Heights, California",4.35,,,35.731,-118.478,18:20:46,1999,07,11
"10km NNW of Anza, California",4.15,,,33.632,-116.717,22:09:27,1999,07,19
"43 km SSE of Goldfield, Nevada",4.7,,,37.351,-117.043,16:27:16,1999,08,01
"39 km SSE of Goldfield, Nevada",4.2,,,37.38,-117.07,16:26:47,1999,08,01
"38 km SSE of Goldfield, Nevada",4.8,,,37.399,-117.042,16:11:20,1999,08,01
"37 km SSE of Goldfield, Nevada",5.7,,,37.39,-117.08,16:06:22,1999,08,01
"39 km SSE of Goldfield, Nevada",5.1,,,37.38,-117.07,06:05:13,1999,08,02
"0 km S of Bolinas, California",4.6,5.38,5.8,37.9073333,-122.6865,01:06:18,1999,08,18
"35km SE of Estacion Coahuila, B.C., MX",4.71,,,31.981,-114.723,13:04:07,1999,08,24
"8km NW of Alberto Oviedo Mota, B.C., MX",4.8,,,32.272,-115.233,13:40:02,1999,09,10
"7km N of Big Bear City, CA",4.12,,,34.322,-116.846,07:02:49,1999,09,20
"253km S of San Nicolas Is., CA",4.23,,,31.0,-120.0,00:16:39,1999,09,20
"7 km WSW of Kenwood, California",4.2,3.96,5.4,38.395,-122.6345,22:27:13,1999,09,22
"39 km SSE of Goldfield, Nevada",4.4,,,37.37,-117.09,20:11:22,1999,09,26
"38 km SSE of Goldfield, Nevada",4.5,,,37.38,-117.1,16:15:38,1999,09,26
"40 km SSE of Goldfield, Nevada",4.1,,,37.36,-117.11,17:58:11,1999,10,08
"18km W of Ludlow, CA",4.53,,,34.7075,-116.3561667,22:53:41,1999,10,16
"11km WSW of Ludlow, CA",4.53,5.48,,34.686,-116.269,20:14:10,1999,10,16
"12km WSW of Ludlow, CA",4.64,,,34.689,-116.28,20:13:37,1999,10,16
"12km W of Ludlow, CA",4.27,,,34.7038333,-116.2936667,18:01:57,1999,10,16
"33km N of Joshua Tree, CA",4.58,5.57,,34.43,-116.252,17:38:48,1999,10,16
"14km WSW of Ludlow, CA",4.03,,,34.68,-116.309,16:08:24,1999,10,16
"21km NW of Ludlow, CA",4.37,5.21,,34.829,-116.345,13:59:17,1999,10,16
"31km SSW of Ludlow, CA",4.24,,,34.4505,-116.233,13:51:17,1999,10,16
"32km SSW of Ludlow, California",5.37,7.3,,34.4415,-116.2525,12:57:21,1999,10,16
"26km SSW of Ludlow, CA",4.42,4.98,,34.505,-116.26,12:55:09,1999,10,16
"13km W of Ludlow, CA",4.25,,,34.7218333,-116.2973333,12:03:18,1999,10,16
"26km NNW of Twentynine Palms, CA",4.2,4.83,,34.37,-116.141,11:27:53,1999,10,16
"19km WNW of Ludlow, CA",4.63,5.55,,34.813,-116.341,11:26:05,1999,10,16
"19km SW of Ludlow, CA",4.33,4.71,,34.583,-116.282,11:06:38,1999,10,16
"19km SW of Ludlow, CA",4.08,4.9,,34.6161667,-116.3293333,10:33:47,1999,10,16
"17km WSW of Ludlow, CA",4.04,4.92,,34.6475,-116.3258333,10:31:15,1999,10,16
"29km SW of Ludlow, CA",4.28,,,34.5265,-116.3755,10:29:41,1999,10,16
"22km SSW of Ludlow, CA",4.5,5.53,,34.54,-116.266,10:21:20,1999,10,16
"26km NNW of Twentynine Palms, CA",4.76,5.94,,34.362,-116.148,10:20:52,1999,10,16
"15km SW of Ludlow, CA",4.01,,,34.6423333,-116.299,10:18:47,1999,10,16
"25km SSW of Ludlow, CA",4.03,,,34.5036667,-116.2348333,10:12:19,1999,10,16
"15km SW of Ludlow, CA",4.36,5.17,,34.6388333,-116.2865,10:10:48,1999,10,16
"17km W of Ludlow, CA",4.74,5.96,,34.706,-116.341,10:08:04,1999,10,16
"17km WNW of Ludlow, CA",4.46,5.47,,34.803,-116.3203333,10:07:29,1999,10,16
"16km SW of Ludlow, CA",4.11,4.91,,34.6235,-116.2948333,10:04:54,1999,10,16
"18km SSW of Ludlow, CA",4.48,5.36,,34.584,-116.262,10:02:39,1999,10,16
"7km ENE of Running Springs, CA",5.6,6.566,,34.24,-117.04,09:59:38,1999,10,16
"13km WSW of Ludlow, CA",5.77,6.773,,34.6781667,-116.2895,09:59:35,1999,10,16
"11km SE of Bombay Beach, CA",4.47,4.65,,33.286,-115.647,09:56:30,1999,10,16
"25km SW of Ludlow, CA",4.02,,,34.536,-116.311,09:55:45,1999,10,16
"16km SW of Ludlow, CA",4.25,,,34.617,-116.289,09:54:54,1999,10,16
"25km S of Ludlow, CA",4.98,5.93,,34.502,-116.203,09:52:53,1999,10,16
"17km SW of Ludlow, CA",4.15,,,34.609,-116.286,09:52:15,1999,10,16
"32km SSW of Ludlow, CA",4.77,5.87,,34.4451667,-116.2636667,09:51:48,1999,10,16
"13km W of Niland, California",4.7,,,33.232,-115.66,09:47:43,1999,10,16
"Hector Mine, CA Earthquake",7.1,8.322,8.0,34.6033333,-116.265,09:46:44,1999,10,16
"26km NNW of Twentynine Palms, CA",4.18,,,34.362,-116.138,16:32:53,1999,10,17
"26km NNW of Twentynine Palms, CA",4.09,,,34.3625,-116.1448333,16:32:40,1999,10,17
"25km NNW of Twentynine Palms, CA",4.23,,,34.3533333,-116.1425,16:22:48,1999,10,17
"22km NW of Ludlow, CA",4.16,,,34.832,-116.361,04:22:48,1999,10,17
"3km SE of Delta, B.C., MX",4.37,5.56,,32.335,-115.177,19:02:02,1999,10,18
"23km NW of Ludlow, CA",4.35,,,34.856,-116.351,11:02:19,1999,10,18
"26km NNW of Twentynine Palms, CA",4.59,5.79,,34.3595,-116.1493333,06:35:47,1999,10,18
"17km W of Ludlow, CA",4.49,5.74,,34.71,-116.341,12:20:44,1999,10,19
"13km W of Ludlow, CA",4.08,,,34.701,-116.305,10:39:40,1999,10,19
"19km SW of Ludlow, CA",4.14,,,34.594,-116.297,10:39:18,1999,10,19
"19km WSW of Ludlow, CA",4.12,,,34.67,-116.358,16:40:57,1999,10,20
"40 km SSE of Goldfield, Nevada",4.0,,,37.36,-117.11,10:15:04,1999,10,20
"27km NW of Ludlow, California",4.51,5.27,,34.863,-116.395,01:57:38,1999,10,21
"27km NW of Ludlow, California",4.98,5.73,,34.874,-116.391,01:54:34,1999,10,21
"27km NW of Ludlow, CA",4.25,,,34.866,-116.397,01:25:42,1999,10,21
"26km NW of Ludlow, CA",4.18,,,34.861,-116.388,20:17:30,1999,10,22
"27km NW of Ludlow, CA",4.06,,,34.87,-116.396,20:16:01,1999,10,22
"23km WNW of Ludlow, CA",4.06,,,34.827,-116.382,16:48:23,1999,10,22
"28km NW of Ludlow, California",4.99,5.87,,34.865,-116.409,16:08:48,1999,10,22
"24km NNE of Joshua Tree, CA",4.18,,,34.336,-116.207,12:40:52,1999,10,22
"14km SSW of Ludlow, CA",4.63,5.7,,34.617,-116.243,18:26:00,1999,10,25
"24km SSW of Ludlow, CA",4.31,5.15,,34.522,-116.273,12:36:37,1999,10,29
"23km NW of Ludlow, CA",4.11,,,34.848,-116.355,03:32:59,1999,10,30
"23km NW of Ludlow, CA",4.04,,,34.8473333,-116.357,03:27:57,1999,11,03
"14km WNW of Ludlow, CA",4.03,,,34.79,-116.292,06:47:49,1999,11,07
"11km SW of West Bishop, California",4.3,,,37.29,-118.54,01:53:15,1999,11,08
"26km WNW of Ludlow, CA",4.42,5.29,,34.836,-116.405,14:20:09,1999,11,14
"17km SW of Ludlow, CA",4.03,,,34.592,-116.265,14:30:54,1999,12,23
"21km WNW of Ludlow, CA",4.36,,,34.803,-116.372,09:57:42,2000,02,14
"1km ENE of Loma Linda, CA",4.37,,4.3,34.05,-117.2525,13:49:43,2000,02,21
"31km ENE of Little Lake, CA",4.21,,,36.072,-117.601,23:08:42,2000,02,28
"32km E of Coso Junction, CA",4.05,,,36.085,-117.6008333,22:08:05,2000,02,29
"23 km NNW of Dyer, Nevada",4.1,,,37.85,-118.2,16:13:22,2000,03,04
"7km ESE of Coso Junction, CA",4.24,5.36,,36.019,-117.8816667,15:16:15,2000,03,28
"9km NE of Mexicali, B.C., MX",4.28,,5.3,32.704,-115.393,10:48:09,2000,04,09
"11km SW of Estacion Coahuila, B.C., MX",4.5,5.78,,32.1306667,-115.0958333,14:06:26,2000,04,25
"8km SSE of Alberto Oviedo Mota, B.C., MX",4.18,5.56,,32.16,-115.149,07:16:10,2000,05,02
"35km SSW of Estacion Coahuila, B.C., MX",4.18,,,31.892,-115.092,06:49:53,2000,05,02
"14km SSE of Alberto Oviedo Mota, B.C., MX",4.73,5.98,,32.111,-115.119,06:45:45,2000,05,02
"18km N of Ridgecrest, CA",4.05,5.03,,35.78,-117.651,03:35:34,2000,05,27
"63 km WSW of Puerto Peñasco, Mexico",4.0,,,31.003,-114.097,16:53:33,2000,06,02
"7km NE of Imperial, CA",4.51,6.02,5.7,32.8896667,-115.5091667,21:49:18,2000,06,14
"8km NE of Imperial, CA",4.11,,4.5,32.896,-115.502,19:00:20,2000,06,14
"14km WNW of Ludlow, CA",4.51,5.3,,34.7821667,-116.2968333,15:43:07,2000,06,26
"17 km NNW of Rachel, Nevada",4.1,,,37.7902,-115.8172,19:03:00,2000,09,01
"5 km WSW of Yountville, California",4.9,7.242,7.3,38.3788333,-122.4133333,08:36:30,2000,09,03
"4 km SSW of Topaz Lake, Nevada",4.4,4.71,4.3,38.6603333,-119.5548333,07:20:29,2000,09,26
"64km E of Maneadero, B.C., MX",4.06,,,31.6261667,-115.9011667,04:29:48,2000,09,28
"38 km SSE of Goldfield, Nevada",4.0,,,37.3782,-117.1085,04:53:29,2000,10,14
"66 km SE of San Felipe, Mexico",4.4,,,30.686,-114.26,09:22:34,2000,10,18
"5 km NW of Kingvale, California",4.4,4.82,4.9,39.3578333,-120.4735,15:34:16,2000,12,02
"6km E of Big Bear City, CA",4.07,,5.1,34.2656667,-116.7773333,08:28:07,2000,12,02
"14km NE of Estacion Coahuila, B.C., MX",4.06,,,32.278,-114.884,14:44:37,2000,12,04
"9km WSW of Grapevine, CA",4.42,,4.6,34.918,-119.02,01:04:21,2000,12,24
"28km ESE of San Clemente Is. (SE tip), CA",4.0,,,32.726,-118.068,00:27:14,2000,12,27
"3km E of Pacoima, CA",4.05,,4.9,34.289,-118.403,02:50:53,2001,01,14
"3km E of Pacoima, CA",4.26,,4.6,34.284,-118.404,02:26:14,2001,01,14
"51km SSE of Estacion Coahuila, B.C., MX",4.38,5.91,,31.8125,-114.705,01:26:32,2001,01,17
"38 km S of Goldfield, Nevada",4.1,,,37.3657,-117.1757,15:12:35,2001,01,18
"6km NNW of Big Bear Lake, CA",4.66,5.38,4.8,34.2895,-116.9458333,21:05:05,2001,02,10
"6 km SSE of San Juan Bautista, California",4.01,3.3,3.8,36.795,-121.5116667,23:04:06,2001,02,11
"6km NNW of Big Bear Lake, CA",4.22,4.57,5.4,34.2875,-116.9418333,00:39:15,2001,02,11
"11 km ESE of East Foothills, California",4.4,3.73,,37.3325,-121.6991667,23:18:22,2001,02,25
"20km SW of Little Lake, CA",4.1,4.69,4.1,35.796,-118.0461667,22:56:45,2001,05,17
"20km SW of Little Lake, CA",4.25,4.8,3.8,35.799,-118.0436667,21:53:45,2001,05,17
"10 km S of Tres Pinos, California",4.1,4.11,3.6,36.6953333,-121.3283333,17:33:53,2001,07,02
"10 km S of Tres Pinos, California",4.0,3.78,4.1,36.6921667,-121.3236667,19:07:16,2001,07,03
"10 km S of Tres Pinos, California",4.1,3.7,,36.6946667,-121.3281667,19:02:50,2001,07,03
"7km ESE of Coso Junction, CA",4.93,6.11,3.8,36.017,-117.8823333,12:59:59,2001,07,17
"7km E of Coso Junction, CA",4.07,,,36.043,-117.8721667,12:25:18,2001,07,17
"7km ESE of Coso Junction, CA",5.17,6.5,3.9,36.0163333,-117.8743333,12:07:26,2001,07,17
"7km NNE of Little Lake, CA",4.43,,,35.995,-117.8771667,12:53:07,2001,07,20
"7km ENE of Coso Junction, CA",4.01,,,36.0581667,-117.8715,01:09:29,2001,07,28
"10km SSE of San Clemente Is. (SE tip), CA",4.17,3.08,5.0,32.7341667,-118.3176667,22:06:27,2001,08,16
"9km SE of San Clemente Is. (SE tip), CA",4.36,3.52,4.1,32.7595,-118.2881667,18:04:33,2001,08,16
"3 km S of San Juan Bautista, California",4.0,4.11,3.7,36.8116667,-121.5308333,05:03:02,2001,08,26
"2km SE of Beverly Hills, CA",4.24,5.481,5.6,34.059,-118.3885,23:59:18,2001,09,09
"16km ESE of Anza, CA",5.02,5.77,5.0,33.5083333,-116.5143333,07:56:16,2001,10,31
"5km SE of Bombay Beach, CA",4.11,,,33.3171667,-115.7001667,20:43:14,2001,11,13
"22km S of Estacion Coahuila, B.C., MX",5.7,7.258,5.9,31.9976667,-115.0016667,23:36:10,2001,12,08
"21km S of Estacion Coahuila, B.C., MX",4.89,6.34,,32.0035,-115.01,01:42:26,2001,12,09
"17 km SSE of Tres Pinos, California",4.6,4.33,,36.6401667,-121.251,21:14:01,2001,12,28
"15km NNW of Borrego Springs, CA",4.21,5.96,4.1,33.3793333,-116.4345,12:11:28,2002,01,02
"40 km WNW of San Felipe, Mexico",4.1,,,31.146,-115.242,23:44:33,2002,01,19
"13km NE of Simi Valley, CA",4.18,4.94,4.6,34.3613333,-118.6571667,05:53:28,2002,01,29
"14km WSW of Delta, B.C., MX",4.13,4.85,,32.3043333,-115.3331667,20:33:49,2002,02,22
"13km WSW of Delta, B.C., MX",5.7,6.943,5.3,32.3188333,-115.3215,19:32:41,2002,02,22
"33km NW of Santa Barbara Is., CA",4.6,3.36,5.3,33.666,-119.33,21:33:23,2002,03,16
"41 km SSE of Alamo, Nevada",4.3,,,37.0022,-115.0535,10:44:07,2002,03,24
"25km SSW of Ludlow, CA",4.39,5.35,5.3,34.524,-116.2946667,08:02:56,2002,04,05
"16km SSE of Estacion Coahuila, B.C., MX",4.1,,,32.0535,-114.9573333,12:24:41,2002,04,29
"5 km SSW of Gilroy, California",4.9,6.1,5.8,36.9668333,-121.5983333,05:00:29,2002,05,14
"46 km ESE of Beatty, Nevada",4.2,,3.6,36.7139,-116.3006,12:40:44,2002,06,14
"4km NE of Yorba Linda, CA",4.78,5.16,4.5,33.9123333,-117.7833333,07:08:51,2002,09,03
"9km N of Ocotillo Wells, CA",4.31,,3.9,33.2248333,-116.1128333,21:26:16,2002,09,21
"21km NNE of Trona, CA",4.13,,,35.9461667,-117.3035,10:34:47,2002,09,28
"13km NW of Ludlow, CA",4.77,5.86,5.6,34.8026667,-116.2665,14:16:54,2002,10,29
"11 km NW of Parkfield, California",4.1,3.82,3.8,35.9725,-120.5235,16:48:25,2002,11,12
"36 km S of Goldfield, Nevada",4.1,,,37.3832,-117.1892,00:03:10,2002,11,25
"10km S of Estacion Coahuila, B.C., MX",4.08,,,32.0996667,-115.0075,13:45:51,2002,11,26
"44km SSW of Progreso, B.C., MX",4.84,5.39,3.7,32.2316667,-115.7981667,21:04:00,2002,12,10
"2km NNW of Delta, B.C., MX",4.21,5.04,,32.3671667,-115.2018333,21:03:43,2002,12,12
"2 km WSW of Ridgemark, California",4.3,5.2,1.0,36.806,-121.3898333,22:29:26,2003,01,07
"20km NE of Arvin, CA",4.54,5.2,3.8,35.3175,-118.6538333,09:16:10,2003,01,25
"4 km SE of San Ramon, California",4.0,3.81,4.2,37.7481667,-121.9423333,18:47:38,2003,02,02
"4 km N of Dublin, California",4.0,3.74,4.3,37.7425,-121.9373333,18:22:58,2003,02,02
"74km SSW of Alberto Oviedo Mota, B.C., MX",4.99,5.9,4.3,31.6281667,-115.5106667,10:34:04,2003,02,07
"5km N of Big Bear City, CA",4.5,5.62,4.7,34.3096667,-116.8503333,19:33:45,2003,02,22
"7km N of Big Bear City, CA",4.1,,5.3,34.3241667,-116.858,14:16:08,2003,02,22
"7km N of Big Bear City, CA",4.01,,,34.326,-116.8571667,12:25:13,2003,02,22
"6km N of Big Bear City, CA",4.34,,4.7,34.3108333,-116.8506667,12:21:33,2003,02,22
"6km N of Big Bear City, CA",4.0,5.47,4.8,34.311,-116.8473333,12:20:15,2003,02,22
"6km N of Big Bear City, CA",4.99,6.364,5.6,34.312,-116.8448333,12:19:10,2003,02,22
"6km N of Big Bear City, CA",4.61,5.57,4.6,34.3155,-116.8445,04:03:04,2003,02,25
"5km N of Big Bear City, CA",4.04,,3.7,34.3043333,-116.843,05:00:21,2003,02,27
"11 km SE of Mammoth Lakes, California",4.0,4.86,3.7,37.5715,-118.8835,15:35:01,2003,03,08
"25km NNW of Twentynine Palms, CA",4.64,6.06,4.3,34.3591667,-116.1331667,19:28:17,2003,03,11
"4km SSW of Brawley, CA",4.17,,5.2,32.9485,-115.5503333,02:04:28,2003,05,24
"2 km NE of Santa Rosa, California",4.12,5.58,5.4,38.4581667,-122.699,07:09:33,2003,05,25
"22 km SE of Mina, Nevada",4.0,,,38.2536,-117.9116,22:52:14,2003,05,29
"48km SW of Rosarito, B.C., MX",4.06,,3.4,32.0156667,-117.384,06:20:01,2003,06,26
"34km NE of Lucerne Valley, CA",4.15,,3.8,34.6216667,-116.6671667,06:15:50,2003,07,15
